Census Tract,Total Population,California County,ZIP,City,"Drinking Water
Score","Drinking Water Score
Pctl",Arsenic,"Arsenic
Pctl",Cadmium,"Cadmium
Pctl",DBCP,"DBCP
Pctl",HexChrom,"HexChrom
Pctl",Lead,"Lead
Pctl",Nitrate,"Nitrate
Pctl",Perchlorate,"Perchlorate
Pctl",TCE,"TCE
Pctl",THM,"THM
Pctl",Uranium,"Uranium
Pctl","MCL
Violations","MCL
Violations
Pctl","TCR
Violations","TCR
Violations
Pctl"
6005000301,5871,Amador ,95669,Plymouth,416.98,60.27,1.182,63.90,0,0,0.039,93.94,NA,NA,0.618,96.16,1.291,36.42,0,0,0,0,14.631,30.99,0,0,0,0,0.372,95.59
6005000303,5073,Amador ,95640,Ione,260.35,34.25,0,0,0,0,0.015,89.82,NA,NA,0,0,0.095,15.50,0,0,0,0,34.840,58.29,0,0,0,0,0.781,96.74
6005000304,3946,Amador ,95640,Ione,477.29,76.58,3.336,94.35,0,0,0.021,90.44,NA,NA,1.319,97.56,5.804,67.63,0,0,0,0,16.253,32.95,0,0,0,0,0.125,94.36
6007000102,3900,Butte ,95926,Chico,173.95,16.18,0,0,0,0,0,0,2.103,83.71,0,0,10.959,82.01,0,0,0,0,0.177,8.23,0,0,0,0,0,0
6007000103,3902,Butte ,95973,Chico,511.59,81.35,0,0,0.007,96.28,0.054,94.99,2.232,84.38,0.005,75.21,11.217,82.72,0,0,0.005,69.95,0.171,8.05,0,0,0,0,0,0
6007000104,5636,Butte ,95973,Chico,493.02,78.57,0,0,0.001,94.70,0.004,85.59,2.114,83.75,<0.001,72.78,10.980,82.29,0,0,<0.001,65.80,0.176,8.12,0,0,0,0,0,0
6007000201,4052,Butte ,95973,Chico,492.56,78.49,0,0,0.001,94.76,0.006,86.40,1.886,82.73,0.001,72.99,10.893,81.83,0,0,<0.001,66.03,0.157,7.82,0,0,0,0,0,0
6007000202,3723,Butte ,95973,Chico,173.95,16.18,0,0,0,0,0,0,2.103,83.71,0,0,10.959,82.01,0,0,0,0,0.177,8.23,0,0,0,0,0,0
6007000300,4410,Butte ,95973,Chico,489.11,78.09,0,0,<0.001,94.42,0.002,82.50,2.092,83.41,<0.001,72.51,11.520,82.96,0,0,<0.001,65.30,0.170,8.00,0,0,0,0,0,0
6007000401,1771,Butte ,95973,Chico,508.31,81.08,0,0,0.017,97.07,0.342,98.65,1.031,74.21,0.011,76.28,12.069,84.36,0,0,0.010,71.24,0.050,6.49,0,0,0,0,0,0
6007000402,7030,Butte ,95973,Chico,511.14,81.26,0,0,0.007,96.27,0.053,94.96,2.231,84.36,0.005,75.18,11.214,82.71,0,0,0.004,69.60,0.171,8.06,0,0,0,0,0,0
6007000501,4333,Butte ,95973,Chico,510.56,81.23,0,0,0.007,96.18,0.049,94.79,2.220,84.33,0.004,75.06,11.322,82.81,0,0,0.004,69.45,0.163,7.94,0,0,0,0,0,0
6007000502,4204,Butte ,95926,Chico,175.11,16.25,0,0,0,0,0,0,2.103,83.71,0,0,11.563,83.17,0,0,0,0,0.177,8.23,0,0,0,0,0,0
6007000601,3304,Butte ,95926,Chico,173.95,16.18,0,0,0,0,0,0,2.103,83.71,0,0,10.959,82.01,0,0,0,0,0.177,8.23,0,0,0,0,0,0
6007000603,3130,Butte ,95926,Chico,173.95,16.18,0,0,0,0,0,0,2.103,83.71,0,0,10.959,82.01,0,0,0,0,0.177,8.23,0,0,0,0,0,0
6007000604,4217,Butte ,95926,Chico,173.95,16.18,0,0,0,0,0,0,2.103,83.71,0,0,10.959,82.01,0,0,0,0,0.177,8.23,0,0,0,0,0,0
6007000700,4694,Butte ,95926,Chico,173.95,16.18,0,0,0,0,0,0,2.103,83.71,0,0,10.959,82.01,0,0,0,0,0.177,8.23,0,0,0,0,0,0
6007000800,5295,Butte ,95926,Chico,173.95,16.18,0,0,0,0,0,0,2.103,83.71,0,0,10.959,82.01,0,0,0,0,0.177,8.23,0,0,0,0,0,0
6007000901,2142,Butte ,95928,Chico,347.30,50.54,0.006,19.29,0,0,0.154,97.31,1.549,77.61,0,0,8.208,74.56,0,0,0.007,70.47,0.174,8.08,0,0,0,0,0,0
6007000903,6117,Butte ,95928,Chico,266.45,36.03,0,0,0,0,0.041,94.44,1.983,82.96,0,0,10.435,81.13,0,0,0,0,0.162,7.92,0,0,0,0,0,0
6007000904,6071,Butte ,95928,Chico,263.43,34.73,0,0,0,0,0.024,90.85,2.033,83.12,0,0,10.651,81.48,0,0,0,0,0.168,7.97,0,0,0,0,0,0
6007001000,4801,Butte ,95928,Chico,173.95,16.18,0,0,0,0,0,0,2.103,83.71,0,0,10.959,82.01,0,0,0,0,0.177,8.23,0,0,0,0,0,0
6007001100,4572,Butte ,95928,Chico,259.51,34.17,0.004,19.10,0,0,0,0,2.183,84.29,0,0,10.800,81.73,0,0,0.001,66.43,0.166,7.96,0,0,0,0,0,0
6007001200,3556,Butte ,95928,Chico,349.81,50.75,0.020,20.44,0,0,0.004,85.15,2.037,83.15,0,0,11.638,83.26,0,0,0.004,69.36,0.190,8.44,0,0,0,0,0,0
6007001300,4169,Butte ,95928,Chico,342.82,50.00,0.001,18.46,0,0,0.002,82.42,2.076,83.40,0,0,10.903,81.85,0,0,0.002,68.27,0.189,8.42,0,0,0,0,0,0
6007001400,5797,Butte ,95973,Chico,541.18,84.55,0.067,23.95,0.005,95.77,0.449,99.07,1.289,75.91,0.196,90.93,10.293,80.59,0,0,0.003,69.17,0.020,5.79,0,0,0,0,0,0
6007001600,5266,Butte ,95942,Forest Ranch,628.92,91.92,0.174,28.43,0.069,98.38,0.348,98.70,0.989,73.89,0.407,94.54,4.370,61.10,0,0,<0.001,65.50,1.540,14.65,0,0,0,0,0.064,93.73
6007001702,5739,Butte ,95954,Magalia,395.10,57.55,0,0,1.236,99.89,0.002,82.39,NA,NA,0.350,94.11,0.072,15.06,0,0,0,0,0.440,10.83,0,0,0,0,0.019,92.83
6007001704,3060,Butte ,95965,Oroville,336.23,47.65,<0.001,17.93,1.078,99.87,0.011,87.92,NA,NA,0.349,94.10,0.324,22.36,0,0,0,0,1.323,14.04,0,0,0,0,0,0
6007002300,5331,Butte ,95965,Oroville,389.59,56.56,0.326,33.42,0,0,0.353,98.74,NA,NA,4.304,99.45,0.242,21.57,0,0,0,0,20.004,40.12,0,0,0,0,0.665,96.29
6007002400,5157,Butte ,95916,Berry Creek,472.38,75.99,0.197,29.14,0.082,98.72,0.478,99.16,NA,NA,0.246,91.83,1.674,40.13,0,0,0,0,3.254,19.47,0,0,0,0,0.083,93.95
6007002500,4930,Butte ,95965,Oroville,311.14,44.05,0.110,25.70,0,0,0.509,99.53,0,0,1.389,97.69,1.708,40.25,0,0,0,0,26.189,47.96,0,0,0,0,0,0
6007002602,3455,Butte ,95966,Oroville,178.68,16.95,0.023,20.83,0,0,0.510,99.72,0,0,0,0,0.358,23.16,0,0,0,0,17.044,34.96,0,0,0,0,0,0
6007002700,5478,Butte ,95966,Oroville,165.65,15.69,0.005,19.21,0,0,0.510,99.72,0,0,0,0,0.056,14.81,0,0,0,0,15.500,31.91,0,0,0,0,0,0
6007002800,4275,Butte ,95965,Oroville,161.81,14.95,0.004,19.07,0,0,0.510,99.72,0,0,0,0,0.044,14.58,0,0,0,0,11.155,28.43,0,0,0,0,0,0
6007002900,3060,Butte ,95965,Oroville,308.53,43.62,<0.001,17.92,0,0,0.510,99.72,NA,NA,16.800,99.84,1.081,35.10,0,0,0,0,33.597,55.95,0,0,0,0,0,0
6007003001,3140,Butte ,95966,Oroville,29.29,3.60,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,12.414,29.29,0,0,0,0,0,0
6007003002,3531,Butte ,95965,Oroville,168.58,15.74,0.016,20.24,0,0,0.510,99.72,0,0,0,0,0.119,16.34,0,0,0,0,15.710,32.29,0,0,0,0,0,0
6009000210,9515,Calaveras ,95252,Valley Springs,258.04,34.10,0.531,41.87,0,0,0.004,85.12,NA,NA,0.036,80.71,2.288,43.16,0,0,0,0,0.095,7.18,0,0,0,0,0,0
6009000400,4032,Calaveras ,95257,Wilseyville,258.70,34.15,0.112,25.84,0,0,0,0,NA,NA,0.027,78.59,2.618,44.59,0,0,0,0,3.163,19.25,0,0,0,0,0.001,90.44
6009000501,3332,Calaveras ,95223,Arnold,331.24,46.39,0.010,19.66,0.005,95.72,0,0,NA,NA,1.861,98.51,<0.001,7.87,0,0,0,0,3.298,19.62,0,0,0,0,<0.001,89.86
6011000100,5183,Colusa ,95912,Arbuckle,560.18,86.58,4.059,95.43,0,0,0.509,99.52,34.000,99.62,0.010,76.14,12.143,84.77,0,0,0,0,0.357,10.27,0,0,0.531,94.44,0,0
6013316000,1483,Contra Costa,94553,Martinez,50.85,7.54,0,0,0,0,0,0,NA,NA,0,0,0.568,27.02,0,0,0,0,5.868,23.83,0,0,0,0,0,0
6013317000,2144,Contra Costa,94553,Martinez,50.85,7.54,0,0,0,0,0,0,NA,NA,0,0,0.568,27.02,0,0,0,0,5.868,23.83,0,0,0,0,0,0
6013319000,7412,Contra Costa,94553,Martinez,50.85,7.54,0,0,0,0,0,0,NA,NA,0,0,0.568,27.02,0,0,0,0,5.868,23.83,0,0,0,0,0,0
6013334200,6794,Contra Costa,94595,Walnut Creek,12.65,3.39,0,0,0,0,0,0,NA,NA,0,0,0.021,12.65,0,0,0,0,NA,NA,0,0,0,0,0,0
6013339001,3362,Contra Costa,94596,Walnut Creek,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013341000,4864,Contra Costa,94595,Walnut Creek,13.53,3.46,0,0,0,0,0,0,NA,NA,0,0,0.036,13.53,0,0,0,0,NA,NA,0,0,0,0,0,0
6013343001,4806,Contra Costa,94596,Walnut Creek,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013345101,5730,Contra Costa,94583,San Ramon,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013345102,3895,Contra Costa,94583,San Ramon,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013345105,6223,Contra Costa,94526,Danville,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013345108,7353,Contra Costa,94582,San Ramon,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013345111,5099,Contra Costa,94583,San Ramon,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013345113,4337,Contra Costa,94506,Danville,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013345114,6307,Contra Costa,94526,Danville,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013345116,2859,Contra Costa,94583,San Ramon,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013345202,7816,Contra Costa,94583,San Ramon,30.54,3.64,0,0,0,0,0,0,NA,NA,0,0,0.770,30.54,0,0,0,0,NA,NA,0,0,0,0,0,0
6013345203,6472,Contra Costa,94526,Danville,15.72,3.49,0,0,0,0,0,0,NA,NA,0,0,0.109,15.72,0,0,0,0,NA,NA,0,0,0,0,0,0
6013345204,3586,Contra Costa,94507,Alamo,12.58,3.38,0,0,0,0,0,0,NA,NA,0,0,0.019,12.58,0,0,0,0,NA,NA,0,0,0,0,0,0
6013346102,5650,Contra Costa,94507,Alamo,37.82,4.51,0,0,0,0,0,0,NA,NA,0,0,0.204,20.58,0,0,0,0,2.580,17.23,0,0,0,0,0,0
6013346201,7181,Contra Costa,94526,Danville,12.54,3.36,0,0,0,0,0,0,NA,NA,0,0,0.019,12.54,0,0,0,0,NA,NA,0,0,0,0,0,0
6013346203,3838,Contra Costa,94526,Danville,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013346204,7278,Contra Costa,94506,Danville,12.68,3.40,0,0,0,0,0,0,NA,NA,0,0,0.022,12.68,0,0,0,0,NA,NA,0,0,0,0,0,0
6013348000,4587,Contra Costa,94549,Lafayette,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013349000,4686,Contra Costa,94549,Lafayette,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013350000,5512,Contra Costa,94549,Lafayette,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013351101,2594,Contra Costa,94595,Walnut Creek,13.46,3.45,0,0,0,0,0,0,NA,NA,0,0,0.035,13.46,0,0,0,0,NA,NA,0,0,0,0,0,0
6013351102,3635,Contra Costa,94595,Walnut Creek,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013351103,1846,Contra Costa,94595,Walnut Creek,13.25,3.44,0,0,0,0,0,0,NA,NA,0,0,0.027,13.25,0,0,0,0,NA,NA,0,0,0,0,0,0
6013351200,5812,Contra Costa,94549,Lafayette,12.83,3.43,0,0,0,0,0,0,NA,NA,0,0,0.025,12.83,0,0,0,0,NA,NA,0,0,0,0,0,0
6013352101,3141,Contra Costa,94556,Moraga,14.92,3.48,0,0,0,0,0,0,NA,NA,0,0,0.061,14.92,0,0,0,0,NA,NA,0,0,0,0,0,0
6013352102,5586,Contra Costa,94556,Moraga,12.77,3.41,0,0,0,0,0,0,NA,NA,0,0,0.025,12.77,0,0,0,0,NA,NA,0,0,0,0,0,0
6013352201,5750,Contra Costa,94556,Moraga,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013352202,2548,Contra Costa,94563,Orinda,332.38,46.57,0.382,34.54,0.043,97.96,0.014,89.67,NA,NA,0,0,0.200,17.21,0,0,0,0,0,0,0,0,0,0,0.026,93.00
6013353001,3521,Contra Costa,94563,Orinda,192.01,19.18,0,0,0.007,96.19,0.003,83.23,NA,NA,0,0,0.019,12.59,0,0,0,0,NA,NA,0,0,0,0,0,0
6013353002,4078,Contra Costa,94563,Orinda,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013354001,1859,Contra Costa,94563,Orinda,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013354002,6590,Contra Costa,94563,Orinda,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013355113,4985,Contra Costa,94506,Danville,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013356001,3759,Contra Costa,94553,Martinez,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013358000,5298,Contra Costa,94572,Rodeo,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013359102,5159,Contra Costa,94564,Pinole,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013359103,5051,Contra Costa,94564,Pinole,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013359104,1932,Contra Costa,94547,Hercules,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013359105,4542,Contra Costa,94547,Hercules,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013359202,6148,Contra Costa,94564,Pinole,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013359203,6726,Contra Costa,94547,Hercules,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013359204,4702,Contra Costa,94547,Hercules,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013360101,4576,Contra Costa,94803,El Sobrante,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013360102,4326,Contra Costa,94803,El Sobrante,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013360200,4626,Contra Costa,94803,El Sobrante,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013361000,4475,Contra Costa,94530,El Cerrito,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013362000,2767,Contra Costa,94805,Richmond,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013363000,7043,Contra Costa,94803,El Sobrante,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013364002,5518,Contra Costa,94806,San Pablo,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013365002,5462,Contra Costa,94801,Richmond,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013365003,4924,Contra Costa,94806,San Pablo,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013366001,4307,Contra Costa,94806,San Pablo,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013366002,6093,Contra Costa,94806,San Pablo,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013367100,5099,Contra Costa,94806,San Pablo,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013367200,5171,Contra Costa,94806,San Pablo,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013368001,5327,Contra Costa,94806,San Pablo,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013368002,3404,Contra Costa,94806,San Pablo,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013369001,6246,Contra Costa,94806,San Pablo,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013369002,2548,Contra Costa,94806,San Pablo,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013370000,2837,Contra Costa,94805,Richmond,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013371000,5316,Contra Costa,94805,Richmond,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013372000,7353,Contra Costa,94804,Richmond,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013373000,4376,Contra Costa,94801,Richmond,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013374000,4506,Contra Costa,94804,Richmond,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013375000,4389,Contra Costa,94801,Richmond,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013376000,5962,Contra Costa,94801,Richmond,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013377000,6962,Contra Costa,94801,Richmond,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013378000,3435,Contra Costa,94801,Richmond,128.20,12.79,0,0,0,0,0,0,0,0,<0.001,71.32,0.018,12.50,0,0,0,0,23.754,44.38,0,0,0,0,0,0
6013379000,6117,Contra Costa,94804,Richmond,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013380000,5706,Contra Costa,94804,Richmond,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013381000,6097,Contra Costa,94804,Richmond,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013382000,6964,Contra Costa,94804,Richmond,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013383000,4485,Contra Costa,94804,Richmond,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013384000,3883,Contra Costa,94530,El Cerrito,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013385100,2765,Contra Costa,94530,El Cerrito,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013385200,1320,Contra Costa,94530,El Cerrito,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013386000,3317,Contra Costa,94530,El Cerrito,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013387000,2532,Contra Costa,94530,El Cerrito,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013388000,2576,Contra Costa,94530,El Cerrito,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013389100,2002,Contra Costa,94530,El Cerrito,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013389200,1714,Contra Costa,94530,El Cerrito,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013390100,2229,Contra Costa,94530,El Cerrito,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013390200,1719,Contra Costa,94530,El Cerrito,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013391000,2556,Contra Costa,94707,Berkeley,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013392000,2451,Contra Costa,94708,Berkeley,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013392200,10605,Contra Costa,94806,San Pablo,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6013392300,3102,Contra Costa,94547,Hercules,12.48,3.35,0,0,0,0,0,0,NA,NA,0,0,0.018,12.48,0,0,0,0,NA,NA,0,0,0,0,0,0
6015000102,3769,Del Norte,95531,Crescent City,154.24,13.99,0,0,0,0,0.500,99.41,NA,NA,0,0,3.490,47.11,0,0,0,0,0.146,7.73,0,0,0,0,0,0
6015000104,1881,Del Norte,95531,Crescent City,159.50,14.75,0,0,0,0,0.500,99.41,NA,NA,0,0,3.719,52.72,0,0,0,0,0.114,7.38,0,0,0,0,0,0
6015000105,6967,Del Norte,95531,Crescent City,265.29,35.81,0.003,18.93,0,0,0.505,99.46,NA,NA,0,0,3.416,46.77,0,0,0,0,0.131,7.51,0,0,0,0,0.016,92.63
6015000201,7026,Del Norte,95531,Crescent City,174.92,16.24,0.144,26.69,0,0,0.862,99.86,0,0,0,0,1.879,41.82,0,0,0,0,0.053,6.55,0,0,0,0,0,0
6015000202,3655,Del Norte,95531,Crescent City,175.27,16.27,0.005,19.19,0,0,1.000,99.97,0,0,0,0,1.724,40.33,0,0,0,0,2.186,15.78,0,0,0,0,0,0
6015000203,1373,Del Norte,95548,Klamath,259.37,34.16,0,0,0,0,0.456,99.10,NA,NA,1.874,98.52,3.468,47.03,0,0,0,0,1.583,14.71,0,0,0,0,0,0
6017030602,6781,El Dorado,95634,Georgetown,158.60,14.62,0,0,0,0,0,0,NA,NA,0.121,86.73,0.190,17.08,0,0,0,0,32.339,54.79,0,0,0,0,0,0
6017030701,6205,El Dorado,95762,El Dorado Hills,119.44,12.27,0,0,0,0,0,0,NA,NA,0.042,81.44,0,0,0,0,0,0,18.375,38.00,0,0,0,0,0,0
6017030704,5961,El Dorado,95682,Shingle Springs,195.89,19.78,0.404,35.11,0,0,0,0,NA,NA,0.209,91.07,1.516,39.29,0,0,0,0,14.143,30.42,0,0,0,0,0,0
6017030801,4011,El Dorado,95672,Rescue,155.15,14.02,0,0,0,0,0,0,NA,NA,0.147,87.56,0.999,34.44,0,0,0,0,16.439,33.16,0,0,0,0,0,0
6017030803,7241,El Dorado,95682,Shingle Springs,138.92,13.42,0,0,0,0,0,0,NA,NA,0.276,92.98,0.023,12.72,0,0,0,0,16.503,33.22,0,0,0,0,0,0
6017030804,6377,El Dorado,95682,Shingle Springs,144.53,13.60,0,0,0,0,0,0,NA,NA,1.382,97.66,0.264,21.69,0,0,0,0,7.662,25.18,0,0,0,0,0,0
6017030901,3020,El Dorado,95667,Placerville,159.80,14.77,0,0,0,0,0,0,NA,NA,1.748,98.28,1.603,39.73,0,0,0,0,4.290,21.79,0,0,0,0,0,0
6017030902,4687,El Dorado,95667,Placerville,120.42,12.35,0,0,0,0,0,0,NA,NA,1.849,98.47,0,0,0,0,0,0,4.350,21.95,0,0,0,0,0,0
6017031000,6061,El Dorado,95667,Placerville,120.43,12.37,0,0,0,0,0,0,NA,NA,1.849,98.38,0,0,0,0,0,0,4.359,22.05,0,0,0,0,0,0
6017031100,5462,El Dorado,95667,Placerville,120.35,12.28,0,0,0,0,0,0,NA,NA,1.849,98.39,0,0,0,0,0,0,4.352,21.96,0,0,0,0,0,0
